"","leg_id","type","name","committee_id","bill_id"
"10638","TXL000436","primary","Frank",NA,"HB 382"
"10639","TXL000470","primary","Villalba",NA,"HB 382"
"10640","TXL000472","primary","Wu",NA,"HB 382"
"10641","TXL000334","primary","Raymond",NA,"HB 382"
"10642","TXL000485","cosponsor","Keough",NA,"HB 382"
"10643","TXL000675","cosponsor","Lang",NA,"HB 382"
"10644","TXL000484","cosponsor","Paul",NA,"HB 382"
"10645","TXL000493","cosponsor","Rinaldi",NA,"HB 382"
"10646","TXL000360","primary","Walle",NA,"HB 482"
"10647","TXL000221","primary","Bohac",NA,"HB 730"
"10648","TXL000378","primary","Davis, Sarah",NA,"HB 84"
"10649","TXL000363","primary","Zerwas",NA,"HB 84"
"10650","TXL000268","primary","Guillen",NA,"HB 79"
"10651","TXL000485","primary","Keough",NA,"HB 939"
"10652","TXL000373","primary","Burkett",NA,"HB 1114"
"10653","TXL000685","primary","Shine",NA,"HB 1114"
"10654","TXL000344","primary","Smithee",NA,"HB 1270"
"10655","TXL000497","primary","Blanco",NA,"HB 1270"
"10656","TXL000516","primary","Cyrier",NA,"HB 1270"
"10657",NA,"primary","Lucio III",NA,"HB 1270"
"10658","TXL000696","cosponsor","Cain",NA,"HB 1270"
"10659","TXL000434","cosponsor","Fallon",NA,"HB 1270"
"10660","TXL000673","cosponsor","Schubert",NA,"HB 1270"
"10661","TXL000459","primary","Sanford",NA,"HB 1578"
"10662","TXL000325","primary","Parker",NA,"HB 1614"
"10663","TXL000426","primary","Bonnen, Greg",NA,"HB 1721"
"10664","TXL000484","primary","Paul",NA,"HB 1721"
"10665","TXL000506","primary","Faircloth",NA,"HB 1721"
"10666","TXL000463","primary","Springer",NA,"HB 1721"
"10667","TXL000245","primary","Deshotel",NA,"HB 1721"
"10668","TXL000379","primary","Frullo",NA,"HB 1680"
"10669",NA,"primary","White",NA,"HB 1911"
"10670","TXL000507","primary","Burns",NA,"HB 1911"
"10671","TXL000496","primary","Phelan",NA,"HB 1911"
"10672","TXL000675","primary","Lang",NA,"HB 1911"
"10673","TXL000502","primary","Metcalf",NA,"HB 1911"
"10674","TXL000424","cosponsor","Ashby",NA,"HB 1911"
"10675","TXL000425","cosponsor","Bell",NA,"HB 1911"
"10676","TXL000696","cosponsor","Cain",NA,"HB 1911"
"10677","TXL000516","cosponsor","Cyrier",NA,"HB 1911"
"10678","TXL000691","cosponsor","Dean",NA,"HB 1911"
"10679","TXL000434","cosponsor","Fallon",NA,"HB 1911"
"10680","TXL000689","cosponsor","Hefner",NA,"HB 1911"
"10681","TXL000690","cosponsor","Holland",NA,"HB 1911"
"10682","TXL000386","cosponsor","Isaac",NA,"HB 1911"
"10683","TXL000441","cosponsor","Kacal",NA,"HB 1911"
"10684","TXL000485","cosponsor","Keough",NA,"HB 1911"
"10685","TXL000444","cosponsor","Krause",NA,"HB 1911"
"10686","TXL000490","cosponsor","Landgraf",NA,"HB 1911"
"10687","TXL000445","cosponsor","Leach",NA,"HB 1911"
"10688","TXL000687","cosponsor","Oliverson",NA,"HB 1911"
"10689","TXL000454","cosponsor","Paddie",NA,"HB 1911"
"10690","TXL000329","cosponsor","Phillips",NA,"HB 1911"
"10691","TXL000402","cosponsor","Price",NA,"HB 1911"
"10692","TXL000460","cosponsor","Schaefer",NA,"HB 1911"
"10693","TXL000495","cosponsor","Shaheen",NA,"HB 1911"
"10694","TXL000685","cosponsor","Shine",NA,"HB 1911"
"10695","TXL000694","cosponsor","Swanson",NA,"HB 1911"
"10696","TXL000494","cosponsor","VanDeaver",NA,"HB 1911"
"10697","TXL000678","cosponsor","Wilson",NA,"HB 1911"
"10698","TXL000481","cosponsor","Wray",NA,"HB 1911"
"10699","TXL000412","cosponsor","Zedler",NA,"HB 1911"
"10700","TXL000244","primary","Davis, Yvonne",NA,"HB 2144"
"10701","TXL000228","primary","Button",NA,"HJR 86"
"10702","TXL000464","primary","Stephenson",NA,"HJR 86"
"10703","TXL000216","primary","Alvarado",NA,"HJR 86"
"10704","TXL000370","cosponsor","Anderson, Rodney",NA,"HJR 86"
"10705","TXL000257","cosponsor","Farrar",NA,"HJR 86"
"10706","TXL000672","cosponsor","Johnson, Jarvis",NA,"HJR 86"
"10707","TXL000265","primary","Giddings",NA,"HB 2794"
"10708","TXL000325","primary","Parker",NA,"HB 3794"
"10709","TXL000463","primary","Springer",NA,"HB 4222"
"10710","TXL000438","primary","González, Mary",NA,"HB 4222"
"10711","TXL000481","primary","Wray",NA,"HB 3549"
"10712","TXL000464","primary","Stephenson",NA,"HB 4269"
"10713","TXL000260","primary","Flynn",NA,"HR 1346"
"10714","TXL000338","primary","Rodriguez, Eddie",NA,"HR 1488"
"10715","TXL000268","primary","Guillen",NA,"HR 1507"
"10716","TXL000699","primary","Thierry",NA,"HR 1510"
"10717","TXL000239","primary","Craddick",NA,"HR 1512"
"10718","TXL000359","primary","Vo",NA,"HR 1552"
"10719","TXL000681","primary","Lambert",NA,"HR 1625"
"10720","TXL000217","primary","Anchia",NA,"HB 236"
"10721","TXL000519","primary","Minjarez",NA,"HB 236"
"10722","TXL000260","primary","Flynn",NA,"HB 83"
"10723","TXL000502","primary","Metcalf",NA,"HB 83"
"10724","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 83"
"10725","TXL000438","primary","González, Mary",NA,"HB 203"
"10726","TXL000431","cosponsor","Collier",NA,"HB 203"
"10727","TXL000277","cosponsor","Hernandez",NA,"HB 203"
"10728","TXL000457","cosponsor","Rodriguez, Justin",NA,"HB 203"
"10729",NA,"cosponsor","Turner",NA,"HB 203"
"10730","TXL000500","primary","Burrows",NA,"HB 307"
"10731","TXL000397","primary","Murphy",NA,"HB 467"
"10732","TXL000685","primary","Shine",NA,"HB 467"
"10733","TXL000436","cosponsor","Frank",NA,"HB 467"
"10734","TXL000686","cosponsor","Gervin-Hawkins",NA,"HB 467"
"10735","TXL000438","primary","González, Mary",NA,"HB 633"
"10736","TXL000431","primary","Collier",NA,"HB 336"
"10737","TXL000428","primary","Canales",NA,"HB 213"
"10738","TXL000698","primary","Uresti, Tomas",NA,"HB 213"
"10739","TXL000397","primary","Murphy",NA,"HJR 34"
"10740","TXL000436","primary","Frank",NA,"HJR 34"
"10741","TXL000325","primary","Parker",NA,"HJR 34"
"10742","TXL000249","primary","Dutton",NA,"HJR 34"
"10743","TXL000677","cosponsor","Biedermann",NA,"HJR 34"
"10744","TXL000295","cosponsor","King, Phil",NA,"HJR 34"
"10745","TXL000443","cosponsor","Klick",NA,"HJR 34"
"10746","TXL000675","cosponsor","Lang",NA,"HJR 34"
"10747","TXL000299","cosponsor","Laubenberg",NA,"HJR 34"
"10748","TXL000493","cosponsor","Rinaldi",NA,"HJR 34"
"10749","TXL000694","cosponsor","Swanson",NA,"HJR 34"
"10750","TXL000517","primary","Bernal",NA,"HB 741"
"10751","TXL000433","primary","Dale",NA,"HB 807"
"10752","TXL000404","primary","Reynolds",NA,"HB 854"
"10753",NA,"primary","Turner",NA,"HB 877"
"10754","TXL000442","primary","King, Ken",NA,"HB 880"
"10755","TXL000463","primary","Springer",NA,"HB 880"
"10756","TXL000223","primary","Bonnen, Dennis",NA,"HB 880"
"10757","TXL000502","primary","Metcalf",NA,"HB 968"
"10758","TXL000485","cosponsor","Keough",NA,"HB 968"
"10759","TXL000460","cosponsor","Schaefer",NA,"HB 968"
"10760","TXL000444","primary","Krause",NA,"HB 1124"
"10761","TXL000677","cosponsor","Biedermann",NA,"HB 1124"
"10762","TXL000696","cosponsor","Cain",NA,"HB 1124"
"10763","TXL000485","cosponsor","Keough",NA,"HB 1124"
"10764","TXL000459","cosponsor","Sanford",NA,"HB 1124"
"10765","TXL000465","cosponsor","Stickland",NA,"HB 1124"
"10766","TXL000694","cosponsor","Swanson",NA,"HB 1124"
"10767","TXL000499","cosponsor","Tinderholt",NA,"HB 1124"
"10768","TXL000378","primary","Davis, Sarah",NA,"HB 1155"
"10769","TXL000439","primary","Guerra",NA,"HB 1155"
"10770","TXL000378","primary","Davis, Sarah",NA,"HB 1157"
"10771","TXL000239","primary","Craddick",NA,"HB 1134"
"10772","TXL000244","primary","Davis, Yvonne",NA,"HB 1134"
"10773","TXL000472","primary","Wu",NA,"HB 1134"
"10774",NA,"cosponsor","Turner",NA,"HB 1134"
"10775","TXL000437","primary","Goldman",NA,"HB 1181"
"10776","TXL000244","primary","Davis, Yvonne",NA,"HB 1138"
"10777","TXL000698","primary","Uresti, Tomas",NA,"HB 1138"
"10778",NA,"primary","Lucio III",NA,"HB 1237"
"10779","TXL000265","primary","Giddings",NA,"HB 1237"
"10780","TXL000385","primary","Huberty",NA,"HB 1237"
"10781","TXL000491","primary","Koop",NA,"HB 1237"
"10782","TXL000497","primary","Blanco",NA,"HB 1229"
"10783","TXL000317","primary","Moody",NA,"HB 1276"
"10784","TXL000683","primary","Arévalo",NA,"HB 1276"
"10785","TXL000386","primary","Isaac",NA,"HB 1333"
"10786","TXL000370","primary","Anderson, Rodney",NA,"HB 1333"
"10787","TXL000245","primary","Deshotel",NA,"HB 1333"
"10788","TXL000494","primary","VanDeaver",NA,"HB 1333"
"10789",NA,"primary","Lucio III",NA,"HB 1333"
"10790","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 1333"
"10791","TXL000507","cosponsor","Burns",NA,"HB 1333"
"10792","TXL000696","cosponsor","Cain",NA,"HB 1333"
"10793","TXL000429","cosponsor","Capriglione",NA,"HB 1333"
"10794","TXL000434","cosponsor","Fallon",NA,"HB 1333"
"10795","TXL000438","cosponsor","González, Mary",NA,"HB 1333"
"10796","TXL000689","cosponsor","Hefner",NA,"HB 1333"
"10797","TXL000278","cosponsor","Herrero",NA,"HB 1333"
"10798","TXL000485","cosponsor","Keough",NA,"HB 1333"
"10799","TXL000295","cosponsor","King, Phil",NA,"HB 1333"
"10800","TXL000444","cosponsor","Krause",NA,"HB 1333"
"10801","TXL000490","cosponsor","Landgraf",NA,"HB 1333"
"10802","TXL000675","cosponsor","Lang",NA,"HB 1333"
"10803","TXL000299","cosponsor","Laubenberg",NA,"HB 1333"
"10804","TXL000391","cosponsor","Lozano",NA,"HB 1333"
"10805","TXL000502","cosponsor","Metcalf",NA,"HB 1333"
"10806","TXL000687","cosponsor","Oliverson",NA,"HB 1333"
"10807","TXL000325","cosponsor","Parker",NA,"HB 1333"
"10808","TXL000484","cosponsor","Paul",NA,"HB 1333"
"10809","TXL000402","cosponsor","Price",NA,"HB 1333"
"10810","TXL000493","cosponsor","Rinaldi",NA,"HB 1333"
"10811","TXL000462","cosponsor","Simmons",NA,"HB 1333"
"10812","TXL000464","cosponsor","Stephenson",NA,"HB 1333"
"10813",NA,"cosponsor","White",NA,"HB 1333"
"10814","TXL000678","cosponsor","Wilson",NA,"HB 1333"
"10815","TXL000411","cosponsor","Workman",NA,"HB 1333"
"10816","TXL000412","cosponsor","Zedler",NA,"HB 1333"
"10817","TXL000352","primary","Thompson, Senfronia",NA,"HB 1430"
"10818","TXL000443","primary","Klick",NA,"HB 1415"
"10819","TXL000283","primary","Howard",NA,"HB 1415"
"10820","TXL000242","primary","Darby",NA,"HB 1415"
"10821","TXL000235","primary","Coleman",NA,"HB 1415"
"10822","TXL000425","cosponsor","Bell",NA,"HB 1415"
"10823","TXL000677","cosponsor","Biedermann",NA,"HB 1415"
"10824","TXL000696","cosponsor","Cain",NA,"HB 1415"
"10825","TXL000430","cosponsor","Clardy",NA,"HB 1415"
"10826","TXL000260","cosponsor","Flynn",NA,"HB 1415"
"10827","TXL000436","cosponsor","Frank",NA,"HB 1415"
"10828","TXL000475","cosponsor","Israel",NA,"HB 1415"
"10829","TXL000485","cosponsor","Keough",NA,"HB 1415"
"10830","TXL000444","cosponsor","Krause",NA,"HB 1415"
"10831","TXL000397","cosponsor","Murphy",NA,"HB 1415"
"10832","TXL000682","cosponsor","Ortega",NA,"HB 1415"
"10833","TXL000415","cosponsor","Raney",NA,"HB 1415"
"10834","TXL000493","cosponsor","Rinaldi",NA,"HB 1415"
"10835","TXL000338","cosponsor","Rodriguez, Eddie",NA,"HB 1415"
"10836","TXL000495","cosponsor","Shaheen",NA,"HB 1415"
"10837","TXL000464","cosponsor","Stephenson",NA,"HB 1415"
"10838","TXL000465","cosponsor","Stickland",NA,"HB 1415"
"10839","TXL000499","cosponsor","Tinderholt",NA,"HB 1415"
"10840",NA,"cosponsor","White",NA,"HB 1415"
"10841","TXL000412","cosponsor","Zedler",NA,"HB 1415"
"10842","TXL000352","primary","Thompson, Senfronia",NA,"HB 1374"
"10843","TXL000214","primary","Allen",NA,"HB 1505"
"10844","TXL000352","primary","Thompson, Senfronia",NA,"HB 1539"
"10845","TXL000502","primary","Metcalf",NA,"HB 1565"
"10846","TXL000260","primary","Flynn",NA,"HB 1565"
"10847","TXL000370","primary","Anderson, Rodney",NA,"HB 1565"
"10848","TXL000502","primary","Metcalf",NA,"HB 1567"
"10849","TXL000260","primary","Flynn",NA,"HB 1567"
"10850","TXL000402","primary","Price",NA,"HB 1609"
"10851","TXL000216","primary","Alvarado",NA,"HB 1609"
"10852","TXL000352","primary","Thompson, Senfronia",NA,"HB 2044"
"10853","TXL000244","primary","Davis, Yvonne",NA,"HB 2147"
"10854","TXL000257","primary","Farrar",NA,"HB 1752"
"10855","TXL000495","primary","Shaheen",NA,"HB 1951"
"10856","TXL000444","primary","Krause",NA,"HB 1865"
"10857","TXL000268","primary","Guillen",NA,"HB 1865"
"10858","TXL000506","cosponsor","Faircloth",NA,"HB 1865"
"10859","TXL000494","primary","VanDeaver",NA,"HB 2047"
"10860","TXL000289","primary","Johnson, Eric",NA,"HB 2282"
"10861","TXL000497","primary","Blanco",NA,"HB 2034"
"10862","TXL000442","primary","King, Ken",NA,"HB 1857"
"10863","TXL000694","primary","Swanson",NA,"HB 2003"
"10864","TXL000247","primary","Dukes",NA,"HB 2247"
"10865","TXL000249","primary","Dutton",NA,"HB 2247"
"10866","TXL000214","primary","Allen",NA,"HB 2247"
"10867","TXL000442","primary","King, Ken",NA,"HB 2255"
"10868","TXL000244","primary","Davis, Yvonne",NA,"HB 2150"
"10869",NA,"primary","Muñoz, Jr.",NA,"HB 2620"
"10870","TXL000235","primary","Coleman",NA,"HB 2859"
"10871","TXL000402","primary","Price",NA,"HB 2807"
"10872","TXL000690","primary","Holland",NA,"HB 2997"
"10873","TXL000325","primary","Parker",NA,"HB 3171"
"10874","TXL000480","primary","Murr",NA,"HB 3200"
"10875","TXL000460","primary","Schaefer",NA,"HB 3829"
"10876","TXL000507","primary","Burns",NA,"HB 3644"
"10877","TXL000495","primary","Shaheen",NA,"HB 3412"
"10878",NA,"primary","Muñoz, Jr.",NA,"HB 4105"
"10879","TXL000510","primary","Schofield",NA,"HB 3384"
"10880","TXL000684","primary","Neave",NA,"HB 3508"
"10881","TXL000221","primary","Bohac",NA,"HB 4046"
"10882","TXL000499","primary","Tinderholt",NA,"HB 4003"
"10883","TXL000687","primary","Oliverson",NA,"HB 3406"
"10884","TXL000426","primary","Bonnen, Greg",NA,"HB 3102"
"10885","TXL000687","primary","Oliverson",NA,"HB 3102"
"10886",NA,"primary","Muñoz, Jr.",NA,"HB 3102"
"10887","TXL000325","cosponsor","Parker",NA,"HB 3102"
"10888","TXL000500","primary","Burrows",NA,"HB 4085"
"10889","TXL000677","primary","Biedermann",NA,"HB 3759"
"10890","TXL000675","primary","Lang",NA,"HB 3759"
"10891","TXL000696","primary","Cain",NA,"HB 3759"
"10892","TXL000692","cosponsor","Hinojosa, Gina",NA,"HB 3759"
"10893","TXL000386","cosponsor","Isaac",NA,"HB 3759"
"10894","TXL000359","cosponsor","Vo",NA,"HB 3759"
"10895",NA,"cosponsor","White",NA,"HB 3759"
"10896","TXL000247","primary","Dukes",NA,"HB 4077"
"10897","TXL000385","primary","Huberty",NA,"HB 3487"
"10898","TXL000510","primary","Schofield",NA,"HB 3378"
"10899","TXL000461","primary","Sheffield",NA,"HB 3710"
"10900",NA,"primary","White",NA,"HB 4121"
"10901","TXL000402","primary","Price",NA,"HB 3395"
"10902",NA,"primary","Muñoz, Jr.",NA,"HB 4239"
"10903","TXL000344","primary","Smithee",NA,"HB 4239"
"10904","TXL000695","primary","Gooden",NA,"HB 4067"
"10905","TXL000244","primary","Davis, Yvonne",NA,"HB 3465"
"10906","TXL000370","primary","Anderson, Rodney",NA,"HB 3755"
"10907","TXL000426","primary","Bonnen, Greg",NA,"HB 3429"
"10908","TXL000352","primary","Thompson, Senfronia",NA,"HB 3340"
"10909","TXL000387","primary","Kuempel",NA,"HB 3340"
"10910","TXL000278","primary","Herrero",NA,"HB 3340"
"10911","TXL000397","primary","Murphy",NA,"HB 384"
"10912","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 384"
"10913","TXL000426","cosponsor","Bonnen, Greg",NA,"HB 384"
"10914","TXL000691","cosponsor","Dean",NA,"HB 384"
"10915","TXL000360","primary","Walle",NA,"HB 443"
"10916","TXL000684","primary","Neave",NA,"HB 443"
"10917","TXL000379","primary","Frullo",NA,"HB 491"
"10918","TXL000228","primary","Button",NA,"HB 491"
"10919","TXL000434","primary","Fallon",NA,"HB 491"
"10920","TXL000257","primary","Farrar",NA,"HB 742"
"10921","TXL000431","primary","Collier",NA,"HB 742"
"10922","TXL000214","primary","Allen",NA,"HB 742"
"10923","TXL000444","primary","Krause",NA,"HB 65"
"10924","TXL000677","cosponsor","Biedermann",NA,"HB 65"
"10925","TXL000221","cosponsor","Bohac",NA,"HB 65"
"10926","TXL000426","cosponsor","Bonnen, Greg",NA,"HB 65"
"10927","TXL000696","cosponsor","Cain",NA,"HB 65"
"10928","TXL000260","cosponsor","Flynn",NA,"HB 65"
"10929","TXL000436","cosponsor","Frank",NA,"HB 65"
"10930","TXL000689","cosponsor","Hefner",NA,"HB 65"
"10931","TXL000385","cosponsor","Huberty",NA,"HB 65"
"10932","TXL000485","cosponsor","Keough",NA,"HB 65"
"10933","TXL000295","cosponsor","King, Phil",NA,"HB 65"
"10934","TXL000502","cosponsor","Metcalf",NA,"HB 65"
"10935",NA,"cosponsor","Miller",NA,"HB 65"
"10936","TXL000687","cosponsor","Oliverson",NA,"HB 65"
"10937","TXL000493","cosponsor","Rinaldi",NA,"HB 65"
"10938","TXL000459","cosponsor","Sanford",NA,"HB 65"
"10939","TXL000460","cosponsor","Schaefer",NA,"HB 65"
"10940","TXL000462","cosponsor","Simmons",NA,"HB 65"
"10941","TXL000344","cosponsor","Smithee",NA,"HB 65"
"10942","TXL000463","cosponsor","Springer",NA,"HB 65"
"10943","TXL000465","cosponsor","Stickland",NA,"HB 65"
"10944","TXL000694","cosponsor","Swanson",NA,"HB 65"
"10945","TXL000412","cosponsor","Zedler",NA,"HB 65"
"10946","TXL000510","primary","Schofield",NA,"HB 526"
"10947","TXL000472","primary","Wu",NA,"HB 718"
"10948",NA,"primary","Martinez, ""Mando""",NA,"HB 71"
"10949","TXL000260","primary","Flynn",NA,"HB 206"
"10950","TXL000472","primary","Wu",NA,"HB 723"
"10951","TXL000352","primary","Thompson, Senfronia",NA,"HB 269"
"10952","TXL000504","primary","Meyer",NA,"HB 269"
"10953","TXL000289","primary","Johnson, Eric",NA,"HB 269"
"10954","TXL000428","primary","Canales",NA,"HB 326"
"10955","TXL000470","primary","Villalba",NA,"HB 326"
"10956","TXL000458","primary","Rose",NA,"HB 326"
"10957","TXL000215","primary","Alonzo",NA,"HB 326"
"10958","TXL000452","primary","Nevárez",NA,"HB 326"
"10959","TXL000249","primary","Dutton",NA,"HB 122"
"10960","TXL000458","primary","Rose",NA,"HB 122"
"10961","TXL000672","primary","Johnson, Jarvis",NA,"HB 122"
"10962","TXL000236","primary","Cook",NA,"HB 122"
"10963","TXL000472","primary","Wu",NA,"HB 122"
"10964","TXL000215","cosponsor","Alonzo",NA,"HB 122"
"10965","TXL000497","cosponsor","Blanco",NA,"HB 122"
"10966","TXL000269","cosponsor","Gutierrez",NA,"HB 122"
"10967","TXL000283","cosponsor","Howard",NA,"HB 122"
"10968",NA,"cosponsor","Miller",NA,"HB 122"
"10969","TXL000404","cosponsor","Reynolds",NA,"HB 122"
"10970","TXL000457","cosponsor","Rodriguez, Justin",NA,"HB 122"
"10971","TXL000411","primary","Workman",NA,"HB 638"
"10972","TXL000495","primary","Shaheen",NA,"HB 737"
"10973","TXL000429","primary","Capriglione",NA,"HB 792"
"10974","TXL000428","primary","Canales",NA,"HB 792"
"10975","TXL000217","cosponsor","Anchia",NA,"HB 792"
"10976","TXL000426","cosponsor","Bonnen, Greg",NA,"HB 792"
"10977","TXL000691","cosponsor","Dean",NA,"HB 792"
"10978","TXL000437","cosponsor","Goldman",NA,"HB 792"
"10979","TXL000689","cosponsor","Hefner",NA,"HB 792"
"10980","TXL000475","cosponsor","Israel",NA,"HB 792"
"10981","TXL000444","cosponsor","Krause",NA,"HB 792"
"10982","TXL000682","cosponsor","Ortega",NA,"HB 792"
"10983","TXL000460","cosponsor","Schaefer",NA,"HB 792"
"10984","TXL000462","cosponsor","Simmons",NA,"HB 792"
"10985","TXL000463","cosponsor","Springer",NA,"HB 792"
"10986","TXL000464","cosponsor","Stephenson",NA,"HB 792"
"10987","TXL000466","cosponsor","Thompson, Ed",NA,"HB 792"
"10988","TXL000429","primary","Capriglione",NA,"HB 793"
"10989","TXL000430","primary","Clardy",NA,"HB 793"
"10990","TXL000475","primary","Israel",NA,"HB 793"
"10991","TXL000428","primary","Canales",NA,"HB 793"
"10992","TXL000217","cosponsor","Anchia",NA,"HB 793"
"10993","TXL000426","cosponsor","Bonnen, Greg",NA,"HB 793"
"10994","TXL000444","cosponsor","Krause",NA,"HB 793"
"10995","TXL000445","cosponsor","Leach",NA,"HB 793"
"10996","TXL000682","primary","Ortega",NA,"HB 839"
"10997","TXL000429","cosponsor","Capriglione",NA,"HB 839"
"10998","TXL000444","primary","Krause",NA,"HB 1016"
"10999","TXL000215","primary","Alonzo",NA,"HB 1163"
"11000","TXL000428","primary","Canales",NA,"HB 1098"
"11001","TXL000445","primary","Leach",NA,"HB 1336"
"11002","TXL000682","primary","Ortega",NA,"HB 1336"
"11003","TXL000444","primary","Krause",NA,"HB 1336"
"11004","TXL000438","primary","González, Mary",NA,"HB 1336"
"11005","TXL000438","primary","González, Mary",NA,"HB 1450"
"11006",NA,"primary","White",NA,"HB 1450"
"11007","TXL000386","primary","Isaac",NA,"HB 1429"
"11008","TXL000268","primary","Guillen",NA,"HB 1429"
"11009","TXL000338","primary","Rodriguez, Eddie",NA,"HB 1429"
"11010",NA,"primary","White",NA,"HB 1478"
"11011","TXL000386","primary","Isaac",NA,"HB 1514"
"11012","TXL000352","primary","Thompson, Senfronia",NA,"HB 1514"
"11013","TXL000260","primary","Flynn",NA,"HB 1514"
"11014","TXL000678","primary","Wilson",NA,"HB 1514"
"11015","TXL000245","primary","Deshotel",NA,"HB 1514"
"11016","TXL000463","primary","Springer",NA,"HB 1958"
"11017",NA,"primary","Muñoz, Jr.",NA,"HB 1769"
"11018","TXL000444","primary","Krause",NA,"HB 2185"
"11019","TXL000235","primary","Coleman",NA,"HB 1843"
"11020","TXL000689","primary","Hefner",NA,"HB 1659"
"11021","TXL000484","primary","Paul",NA,"HB 1966"
"11022","TXL000685","primary","Shine",NA,"HB 1966"
"11023","TXL000411","primary","Workman",NA,"HB 1966"
"11024","TXL000470","primary","Villalba",NA,"HB 1966"
"11025","TXL000218","cosponsor","Anderson, Charles ""Doc""",NA,"HB 1966"
"11026","TXL000221","cosponsor","Bohac",NA,"HB 1966"
"11027","TXL000507","cosponsor","Burns",NA,"HB 1966"
"11028","TXL000433","cosponsor","Dale",NA,"HB 1966"
"11029","TXL000691","cosponsor","Dean",NA,"HB 1966"
"11030","TXL000506","cosponsor","Faircloth",NA,"HB 1966"
"11031","TXL000436","cosponsor","Frank",NA,"HB 1966"
"11032","TXL000689","cosponsor","Hefner",NA,"HB 1966"
"11033","TXL000443","cosponsor","Klick",NA,"HB 1966"
"11034",NA,"cosponsor","Miller",NA,"HB 1966"
"11035","TXL000402","cosponsor","Price",NA,"HB 1966"
"11036","TXL000466","cosponsor","Thompson, Ed",NA,"HB 1966"
"11037","TXL000497","primary","Blanco",NA,"HB 1802"
"11038","TXL000260","primary","Flynn",NA,"HB 1802"
"11039","TXL000459","primary","Sanford",NA,"HB 1750"
"11040","TXL000484","primary","Paul",NA,"HB 2270"
"11041","TXL000295","primary","King, Phil",NA,"HB 2270"
"11042",NA,"primary","Miller",NA,"HB 2270"
"11043","TXL000675","primary","Lang",NA,"HB 2031"
"11044",NA,"primary","Romero, Jr.",NA,"HB 1887"
"11045","TXL000235","primary","Coleman",NA,"HB 1848"
"11046","TXL000692","primary","Hinojosa, Gina",NA,"HB 2200"
"11047","TXL000434","primary","Fallon",NA,"HB 2320"
"11048","TXL000253","primary","Elkins",NA,"HB 2333"
"11049","TXL000444","primary","Krause",NA,"HB 2333"
"11050","TXL000378","primary","Davis, Sarah",NA,"HB 2476"
"11051","TXL000378","primary","Davis, Sarah",NA,"HB 2477"
"11052","TXL000446","primary","Longoria",NA,"HB 2510"
"11053",NA,"primary","Muñoz, Jr.",NA,"HB 2626"
"11054","TXL000286","primary","Hunter",NA,"HB 2670"
"11055","TXL000431","primary","Collier",NA,"HB 2672"
"11056","TXL000283","primary","Howard",NA,"HB 2658"
"11057","TXL000692","primary","Hinojosa, Gina",NA,"HB 2701"
"11058","TXL000286","primary","Hunter",NA,"HB 2710"
"11059","TXL000320","primary","Oliveira",NA,"HB 2829"
"11060","TXL000497","primary","Blanco",NA,"HB 2834"
"11061","TXL000463","primary","Springer",NA,"HB 2850"
"11062","TXL000268","primary","Guillen",NA,"HB 2686"
"11063","TXL000497","primary","Blanco",NA,"HCR 98"
"11064",NA,"primary","Muñoz, Jr.",NA,"HCR 98"
"11065","TXL000334","primary","Raymond",NA,"HCR 98"
"11066","TXL000217","primary","Anchia",NA,"HCR 98"
"11067","TXL000692","primary","Hinojosa, Gina",NA,"HB 3060"
"11068","TXL000497","primary","Blanco",NA,"HB 2998"
"11069","TXL000264","primary","Geren",NA,"HB 2998"
"11070","TXL000269","primary","Gutierrez",NA,"HB 2998"
"11071","TXL000461","primary","Sheffield",NA,"HB 2998"
"11072","TXL000437","primary","Goldman",NA,"HB 3222"
"11073","TXL000431","primary","Collier",NA,"HB 3483"
"11074","TXL000424","primary","Ashby",NA,"HB 3974"
"11075",NA,"primary","Romero, Jr.",NA,"HB 3357"
"11076","TXL000516","primary","Cyrier",NA,"HB 3357"
"11077","TXL000462","primary","Simmons",NA,"HB 4000"
"11078","TXL000359","primary","Vo",NA,"HB 3528"
"11079","TXL000495","primary","Shaheen",NA,"HB 3528"
"11080","TXL000385","primary","Huberty",NA,"HB 3369"
"11081","TXL000268","primary","Guillen",NA,"HB 3369"
"11082","TXL000475","primary","Israel",NA,"HB 3385"
"11083","TXL000684","primary","Neave",NA,"HB 3401"
"11084","TXL000286","primary","Hunter",NA,"HB 3848"
"11085","TXL000684","primary","Neave",NA,"HB 3890"
"11086","TXL000434","primary","Fallon",NA,"HB 3474"
"11087","TXL000429","primary","Capriglione",NA,"HB 3581"
"11088","TXL000329","primary","Phillips",NA,"HB 3723"
"11089","TXL000338","primary","Rodriguez, Eddie",NA,"HB 3328"
"11090","TXL000215","primary","Alonzo",NA,"HB 3601"
"11091","TXL000215","primary","Alonzo",NA,"HB 3949"
"11092","TXL000454","primary","Paddie",NA,"HB 4144"
"11093","TXL000397","primary","Murphy",NA,"HB 3336"
"11094","TXL000404","primary","Reynolds",NA,"HB 3068"
"11095","TXL000217","primary","Anchia",NA,"HB 3068"
"11096","TXL000694","primary","Swanson",NA,"HB 3667"
"11097","TXL000387","primary","Kuempel",NA,"HB 3404"
